-1.804191340493602408e-03,-1.907158997634494924e-03,-2.042534198143061350e-03,-1.787445063773615431e-03,-1.992559460162686251e-03,-1.889134020569370855e-03,-1.940187974187099814e-03,-1.983394765904330278e-03,-1.995910274566254760e-03,-1.982617652486651401e-03,-1.911197350655478508e-03,-1.950065397886205278e-03,-1.857293227216536913e-03,-1.789046918733770350e-03,-1.865573131057353699e-03,-1.899932688437723938e-03,9.999706961868178867e-01
2.373883718298941958e-01,2.848847229156878935e-01,2.279621289677564722e-01,2.543972161313676206e-01,2.497265629038090406e-01,2.696023295164041156e-01,2.727062880936220179e-01,2.311199930050021056e-01,2.388658559036620499e-01,2.299962259570699219e-01,2.301066079309205259e-01,2.525833577827543142e-01,2.543052675536146001e-01,2.537303778623317685e-01,2.200057880713849612e-01,2.806338600298506347e-01,7.621552875608444445e-03
-3.132398205437117444e-02,5.208158980535005922e-01,1.655691761018259212e-01,-4.284034386138762529e-01,-6.830894822456631821e-02,-2.444142035936554824e-01,-1.193628345291395942e-01,-1.830498349195209817e-01,-2.921235496635610218e-01,1.057797568139891842e-01,2.228093967980100953e-01,-2.608653167320878485e-01,1.376738243885483048e-01,-6.671873762349711523e-02,8.014681969382582427e-02,4.007724384994547639e-01,-9.219774921914725141e-05
3.444555335596922729e-01,2.234504325508603895e-01,-1.396104594560051704e-01,-2.995144523751347432e-01,-1.201454932876712123e-01,3.283832200204271357e-01,-3.360404836141794860e-02,-8.387430578927557168e-02,2.236822523017470421e-01,1.173235309186958508e-01,-6.282234350064211381e-02,-3.524620882883843231e-01,1.844655920387555104e-01,3.414442212965619339e-01,-2.917422205179435180e-01,-4.050749484660249311e-01,-1.122477856194056822e-04
-4.461559936237782797e-02,-8.400893734867309615e-02,1.315325140778583757e-01,-3.164209902747787684e-01,4.785389376388551330e-01,-2.665974091175893901e-01,-6.703109338842119791e-03,-6.456891912533596622e-02,4.026524150224877197e-01,9.959006471893344647e-02,-5.842310133170952602e-01,-1.288414290936623630e-02,1.935143486380166145e-01,-6.976935124972216684e-02,6.997942588119088203e-02,9.213788541494651041e-02,1.707753398276432022e-04
2.450833800419725261e-01,-3.015050971784516073e-02,4.675469545962832041e-03,3.515935467316665397e-01,-1.091950231053348819e-01,-4.301158246602362345e-01,-1.385725384390416037e-01,-8.888777304450495853e-02,9.740152028342437263e-02,-2.656178262362943743e-01,1.277062028144610589e-02,-3.494256048308572726e-01,1.841440062545633138e-01,2.584200022803705976e-01,5.163474789548672117e-01,-1.474882355653773791e-01,4.559214431696170799e-05
-3.167154919125407253e-01,1.128177699747383994e-02,6.788881324300897191e-01,1.510029807700611348e-01,5.150309341876205260e-02,3.032560324645017236e-02,-1.564976423887631807e-01,-2.006016265719262337e-01,2.148614320502549857e-01,2.196220400703016995e-01,2.457193799543729296e-01,-1.529199274023705368e-01,-1.119006255658662186e-01,-1.105812959908776399e-01,-4.799645494921794819e-02,-3.772965802530346413e-01,3.887176287948601594e-04
2.398312533715472525e-02,-7.561910755615017243e-02,-2.699495821740513501e-02,-1.305821144860699543e-02,-2.757620107887976402e-01,-1.549381312135837338e-02,-4.262928374530144948e-01,6.110490394687952964e-01,2.313589953468795368e-01,3.792987261977888158e-01,-7.060058106188094040e-02,-2.253134573801289786e-01,-2.341149610899699307e-01,-5.291810448967584901e-02,8.334289862933551285e-02,2.090805850337797422e-01,2.893998749506354606e-04
-4.629375074920384359e-01,-1.845812871893572071e-01,-3.653964708571806885e-01,1.482602204185981543e-01,2.571554231825857739e-01,-5.773205710105444588e-02,-6.372642727548977204e-02,9.640688125364837990e-03,-2.339271430719102596e-01,4.465317328553841114e-01,1.403834282639633835e-01,-1.755932103246393705e-01,3.874979498011767443e-01,2.518656857093889423e-01,-2.747599203775238225e-02,-5.922956880291493920e-02,-1.897564830463660535e-05
2.217671248397561634e-01,-3.505817737168292481e-01,1.483354017299098881e-03,-1.666753828678171068e-01,4.465504312988666236e-01,1.030040346149627140e-02,2.648896750534519007e-01,1.829064231440976629e-01,-8.918242831415512661e-04,-1.456733155795243706e-01,4.089814418037180932e-01,-4.900075259281464479e-01,-1.884678148923399910e-01,-1.518517865982640380e-01,-5.672571814274179197e-02,8.125616310377101192e-02,1.849041412619323310e-04
-3.902554272897683363e-02,2.298167933223046674e-02,-3.431486865917625015e-03,-3.221375965662088281e-01,6.295843040437235083e-02,1.003462328066412612e-01,2.256442974583951488e-01,2.666495037997440587e-02,-2.680136215257029608e-01,2.529491015488146699e-01,-1.129856754535521479e-01,7.611327124262899646e-02,-4.240626664515765309e-01,2.068716490423219978e-01,5.945476200535303457e-01,-3.130806099579246937e-01,1.922014841865271606e-04
9.791057321773631583e-02,2.140514492688861958e-01,-1.000898690461131668e-01,9.938079115925714524e-02,-1.661938403751905546e-01,-5.712141413917671828e-01,5.216256384406946500e-01,1.742632988353979562e-01,8.148795838187854190e-02,3.137852036021820945e-01,3.636640239524292773e-02,3.895405624876519673e-02,-3.967005867017592280e-02,-2.009247374675710018e-01,-2.289119903624726171e-01,-2.569969563348404318e-01,8.726974214676164188e-05
-3.350586762187677259e-01,2.903929481104274291e-01,-3.060638251668912346e-03,-1.063728476250394572e-02,2.075650467084169115e-01,-2.237433921362008138e-01,-3.731205244445434666e-02,2.402766383624274082e-01,1.093352793227295172e-01,-3.493959533883712609e-01,3.665701054049227969e-02,2.863470732719644585e-02,-3.578512392423379707e-01,5.651776145617344316e-01,-2.584924723573699956e-01,2.277403136951928336e-02,-1.219472990514613997e-04
-1.674765367557496942e-01,-4.683186352340657499e-01,1.733659208343443225e-01,-3.841929109830724554e-01,-4.547105631974360795e-01,-1.160428986170840004e-01,2.562976240090688584e-01,-2.798326841517982666e-02,2.314807766426581759e-01,-3.448157481083297116e-02,2.120861865818702285e-01,1.370518959425351957e-01,1.941552892862635216e-01,3.252193096031306685e-01,2.323459959275717135e-02,1.604066677619487846e-01,1.453672444615694559e-04
-1.298467375769589705e-01,-3.238418102661747445e-03,4.027547559630593188e-01,6.928436871878980441e-02,-1.198731191842898336e-01,1.411408891725204340e-01,2.592888602982958424e-01,4.295305363859205361e-01,-4.200889452063148455e-01,-1.911998087879976937e-01,-3.892641138808528023e-01,-2.694566387388783735e-01,2.900358138471862413e-01,1.688793647349924598e-02,-7.337315347544984268e-02,-5.608021220220341108e-02,-7.267813527556121755e-05
-4.419004408841512577e-01,2.212036475160458204e-01,-2.586351780234121822e-01,1.183675625037747259e-01,-1.814166894827122234e-01,2.812767621170693122e-01,3.580149100535202633e-01,-1.376021495086217628e-01,3.766636406432676276e-01,-1.192923804597448012e-01,-9.030991048162205492e-02,-3.606596336165002747e-01,-8.308079980684178467e-02,-1.979759072960235733e-01,2.156726924822743308e-01,1.697149997419696021e-01,-2.448500984891521792e-04
-1.844511933884169508e-01,1.671218645268415237e-01,-1.395320032471988325e-01,-2.922127110946254880e-01,6.829654208956892347e-02,1.204962710876805732e-02,-1.583165152072799620e-01,3.921379503746530437e-01,1.384871551712580362e-01,-3.040740159468863224e-01,2.820228337783448058e-01,2.167170391933129214e-01,3.461224439890165927e-01,-3.058921771680054302e-01,2.240057041805517957e-01,-3.845158758647672093e-01,2.261844057199202673e-04
